id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer,is_hallucinated,raw_response
bengali--5157536413099558525-3::comprehension,bengali--5157536413099558525-3,comprehension,"Shorbosesh Bishwocup onushthito hoyeche Rashiyay, 2018 shaler 14 June theke 15 July porjonto. Ei Bishwocape France Croatia-ke finale 4-2 gole porajito kore shiropa jite ney.",Shorbosesh FIFA World Cup antorjatik football protijogitay kon desh joyi hoyechilo?,France,Croatia finale-te joyi hoyechilo,no,no
bengali-8389521287325865921-1::factualness,bengali-8389521287325865921-1,factualness,Bharotiyo jatiyotabadi neta Surendranath Bandyopadhyayer udyoge 1922 sale gonotantrik sayattashashon songstha hisebe Kolkata Poursongstha protishthito hoy. 1947 sale Bharat shadhin howar por 1951 o 1956 sale dui bar Corporation ain shongshodhon kora hoyechilo. Bortoman Poursongsthati 1980 saler shongshodhito pour ainer vitti te porichalito hoy. Shovon Chattopadhyay Kolkata Poursongsthar bortoman mohanagorik.,Kolkata Pourshova prothom koto shale sthapit hoyechilo?,1922,Kolkata Pourshova prothom 1920 shale sthapit hoyechilo.,yes,yes
bengali-8652082239846487292-2::factualness,bengali-8652082239846487292-2,factualness,"Kolkata bimanbondor oitihyogoto vabe Europe theke Indochin o Australia-r moddhe biman route-e kousholgotik kendro hisebe kaj kore.[15] 1937 sale Amelia Earhart shoho bohu biman songsthar onek ogragami uran gulo jatra shuru kore Kolkata theke.[16] 1924 sale, KLL biman songstha Kolkatay tader Amsterdam-er -Batavia (Jakarta) route-er ongsho hisebe obotoron shuru kore.[17] Eki bochore, kono biman bahini kortik prothom bishwo vromon ovijaner ongsho hisebe ekta Royal Air Force biman Kolkatay obotoron kore.[18]",Netaji Subhash Chandra Bosu antorjatik bimanbondor kobe nirmito hoy?,1937 shale,1935 shale prothom toiri hoye chhilo.,yes,yes
bengali-363202495030830843-1::factualness,bengali-363202495030830843-1,factualness,"1948 sale obosor grohoner purbo-porjonto ashi innings-e 29ti century hakan. Sorbomot 6996 raner moddhe 5393 rani esheche 29ti century theke.[16] Innings-proti tar century-r har chilo 36.25%.[17] Er fole tar kheloyari jibone batting gor daray 99.94. Onnodike, kono batsman-i 61 gorer kotay pouchhute sokkhomota prodorshon korte parenni.[N 2][18] Churanto innings-e ar matro 4 ran tulte parlei tar batting gor 100 hote parto.[19][20]",Antorjatik crickete Don Bradman-er mot raner shongkha koto?,6996,Don Bradman-er mot ran chhilo 7096.,yes,yes
bengali-1508751382134197788-2::specificity,bengali-1508751382134197788-2,specificity,"1954 shaler March er 8 theke 12 tarikh porjonto onushthito Purbo Pakistan Porishoder nirbachone 237ti Muslim asoner moddhe Juktofront 223ti ason orjon kore. Tonmoddhe 143ti peyechilo Mowlana Bhashanir netrittodhin Awami Muslim League, 48ti peyechilo Shere Bangla A. K. Fazlul Hoq er Krishok Sromik Party, Nezami Islam Party lav korechilo 22, Gonotantri dol lav korechilo 13ti ebong Khelafat-i-Rabbani namok dolti 2ti ason. Khomotashin rajnaitik dol Muslim League shompurnorupe e nirbachone poravuto hoy; tara kebol 9ti ason lav korte shokkhom hoy.",Sher-e-Bangla Abul Kashem Fazlul Haq kon rajnaitik doler shonge jukto chilen?,Krishok Shromik Party,Sher-e-Bangla Abul Kashem Fazlul Haq muloto Awami Muslim League-er shonge jukto chilen.,yes,yes
bengali--6019328074616099894-17::comprehension,bengali--6019328074616099894-17,comprehension,"1492 khristabder 2 January Cordobar Nasri rajyer potoner maddhome Iberiay Muslim shashoner somapti hoy. Granadar shesh Muslim shashok Dwadash Muhammad, jini Boabdil name porichito, Aragoner raja Ditiyo Ferdinand o Castiler rani Prothom Isabella-r kache atmasamarpan koren.",Umaiya rajbongser shorboshesh raja ke?,Dwadash Muhammad,Boabdil-i chhilen Umaiya rajbongser shorboshesh raja.,no,no
bengali--8707413810832587133-1::comprehension,bengali--8707413810832587133-1,comprehension,"Dhaka Bishwabidyaloyer shikkhokbrindo shobcheye beshi shongkhok Bangladesh Biggan Academy podok lav korechen.[5][6] Echarao, eti Bangladesher ekmatro bishwabidyaloy hisebe Asiaweek er pokkho theke shirsho 100 bishwabidyaloye jayga kore ney.[7] Eti Asiar sera 100ti bishwabidyaloyer moddhe 64tom.[8] Ekhane pray 38,000 chatro-chatri ebong 1,805 jon shikkhok royeche.[1][2]",Bortomane Dhaka Bishwabidyaloyer mot chatrochatrir shonkha koto?,"38,000","Pray 1,805 jon shikkhok royeche.",yes,yes
bengali-2351657829570417965-1::comprehension,bengali-2351657829570417965-1,comprehension,"Usha Uthup Mumbaiye jonmogrohon koren,[1] ekta Tamil Brahmin poribare. Tar baba Vidyanath Someshwar Sami.[5] Jini Madras (bortomane Chennai) theke 1947 sale Tamilnadu te sthanantor hon.",Usha Uthup Bharoter kon shohore jonmogrohon koren?,Mumbai,Tini Chennai te jonmogrohon koren.,no,no
bengali-7368577689306281053-15::factualness,bengali-7368577689306281053-15,factualness,"Pither shomoshay kromagoto vogar fole mousumer khelaguloy oniyomito hoye poren tini. Folshrutite, nijossho 41tom jonmodiner olpo koyekdin purbe 2004 sale County Cricket-ke biday janan.[12][13][14]",Robert Charles Jack Russell kon shale antorjatik cricket khela theke obosor nen?,2004,Robert Charles Jack Russell antorjatik cricket theke 2003 shale obosor nen.,no,no
bengali-8231597176267138336-3::factualness,bengali-8231597176267138336-3,factualness,"jodio chikungunir pradurbhab sadharonoto Asia o Africate beshi dekha jay tobe protibedon onujayi 2000-er doshoke eti Europe o Americate choriye poreche. 2014 sale ek million-er beshi manush akranto hoyeche.[2] 2014 saler protibedon onujayi eti Juktorashtrer Florida-te dekha geche kintu 2016 sale Juktorashtre sthaniyovabe ei roger probhab dekha jayni.[12][13] Tanzania-te 1952 sale prothom rogti dhora pore.[2] Chikungunya namti esheche Tanzania-r Makundi jonogoshthir byabohrito Kimakundi bhasha theke jar ortho ""kuchito howa"" ba banka hoye jawa.[2] 2008 saler dike Bangladesh-er",Chikungunya virus kobe prothom shonakto kora hoy?,2008 saler dike,2006 saler shurur dike,yes,yes
bengali--2318822466630053761-0::factualness,bengali--2318822466630053761-0,factualness,"Gonochin ba Gonoprojatontree Chin (Chinese: Zhongguo orthat ""madhyoborti rajyo"", Mandarin Chaina uccharone: Chungkuo) Purbo Eshiar ekta rashtra. 138 koti jonoshonkhar deshti bishwer shobcheye jonobohul rashtra.[1] Chiner samyobadi dol deshti shashon kore. Beijing shohor deshtir rajdhani.[2] Gonochiner shashoner awtay poreche 22ti prodesh, 5ti swayattashashito onchol, 4ti kendroshashito poursova (Beijing, Thienchin, Shanghai ebong Chungching), ebong 2ti pray-swayattashashito bishesh proshashonik onchol (Hongkong ebong Makau). Echarao Chin Taiwaner opore sarbovomotto dabi kore as",Chiner bortoman jonsongkha koto?,138 koti,Chiner bortoman jonsongkha prai 140 koti.,yes,yes
bengali-6971086019984584823-1::factualness,bengali-6971086019984584823-1,factualness,1894 khristabde 1 January Uttar Kolkatar Goya Bagan onchole Scottish Church Collegiate School-er pashe 22 nombor Ishwar Mitra Lane-e Satyendranath Bosur jonmo. Tar poribarer adi nibash 24 Parganar Karoparar sannikte Barojagulia grame. Tar pita Surendranath Bosu chilen Purbo Bharatiya Railway-er hisabrakkhok ebong mata Amodini Devi chilen Alipurer khyatonama byaboharjibi Motilal Raychowdhurir konya. Satyendranath Bosu sat bhaibon-er moddhe sobar boro.etastfzse,Satyendranath Bosu kobe jonmogrohon koren?,1894 khristabde 1 January,"1893 khristabde 2 January, Kolkatay",yes,yes
bengali--8764190989186063087-2::inference,bengali--8764190989186063087-2,inference,"Prachin prithibir (prodhanoto Europe, tobe nikot prachyo o uttar Africao er ontorbhukto) itihashke koyekti vag e vag kora hoy. 467 Khristabdo porjonto prachin jug; ponchom theke ponchodosh shotabdi porjonto modhyo jug ba dhrupodi-uttor jug,[15][16] jar moddhe royeche Islami swarnajug (750-1258 Khristabdo) o Europio Renaissance (13sh shotok theke shuru).[17][18] Adhunik juger suchonakal[19] dhora hoy 15sh shotok theke 18sh shotoker shesh porjonto jar moddhe royeche Europ er alokito jug. Shilpo biplob hote bortoman shomoy porjonto adhunik jug bole bibech",Islami swarnajug bole kon shomoyke bojhano hoy?,750- 1258 khristabdo,Islami swarnajug mane motamoti 13sh theke 15sh shotok.,yes,yes
bengali-9099268636899707207-4::factualness,bengali-9099268636899707207-4,factualness,"Safdarjung bimanbondor 1930 sale nirmito hoyechilo ebong 1962 sal porjonto eti Delhir prodhan bimanbondor chilo. [14] Safdarjung bimanbondore jatribahi uran briddhir fole 1962 sale beshamorik uranguli Palam bimanbondore sthanantorito hoy (porobortite etir namkoron kora hoy IGIA). [14] Palam bimanbondorti Ditiyo Bishwajuddher somoy toiri hoyechilo Royal Air Force Station Palam name ebong British shashon oboshaner por, eti Bharatiyo Bimanbahinir jonno ekta biman bahini station hisebe kaj korto. Proti ghontay Palam bimanbondorer pray 1,300 jon jatri poribohoner khomota chilo. [14] 1970",Indira Gandhi antorjatik bimanbondor ba Palam bimanbondorti kobe toiri hoy?,1930 shale,Palam bimanbondorti 1942 shale toiri hoy.,yes,yes
bengali-5909391431365450011-1::comprehension,bengali-5909391431365450011-1,comprehension,Tar porichalito prothom swalpodoirgho cholocchitro Sonar Beri (1985) ebong sorbosesh purnodoirgho cholocchitro Runway mukti pay 2010 sale. Cholocchitre tar obodaner jonno 2012 sale Bangladesh sarkar take desher sorbocho beshamorik shomman Ekushey Padoke bhushito kore.[6][7] 2013 sale New York Bishwabidyaloyer Asian/Pacific/American Institute ebong Dokkhin Asia Solidarity Initiative tar cholocchitrer prothom Uttar American 'fire dekha' onusthaner ayojon kore.[8],Abu Tarek Masud porichalito sorbosesh Bangla cholocchitroti koto sale Bangladesh-e mukti pay?,runway,Sonar Beri 1985 shale Bangladesh-e mukti pay.,yes,yes
bengali-6549627323803605959-11::specificity,bengali-6549627323803605959-11,specificity,Mirza Fakhrul Islam Alamgir bektigoto jibone Rahat Ara Begum-er sathe bibaho bondhone aboddho hon. Ei dompotir dui meye royeche. Rahat Ara Begum Kolkata Bishwabidyaloye porashuna korechen o bortomane Dhakar ekta bima protisthane kormorot. Tar boro meye Mirza Shamaruh Dhaka Bishwabidyaloye porashuna kore ei protisthanei shikkhokota korechen. Bortomane tini Australia-y post doctoral fellow hisebe kormorot achen. Choto meye Mirza Safaruh-o Dhaka Bishwabidyaloye porashuna korechen. Tini bortomane Dhakar ekta school-e shikkhokota korchen.[10],Mirza Fakhrul Islam Alamgir er strir nam ki?,Rahat Ara Begome,Mirza Fakhrul Islam Alamgir er strir nam shombhoboto Begum Fakhrul Ara.,yes,yes
bengali-1787623261283241578-0::specificity,bengali-1787623261283241578-0,specificity,"Saiyed Qutb (/ˈkuːtəb/[1]/ˈkʌtəb/; Egyptian Arabic pronunciation:[ˈsæjjed ˈʔotˤb], Arabic:[ˈsæjjɪd ˈqʊtˤb]; Arabic: Sayyid Qutb (1906 - 25 August 1966) holen ekjon Mishoriyo Islami chintabid ebong biplobi rajnaitik songothok. Tini Mishorer Islami andoloner prodhan songothon Ikhwanul Muslimin daler mukhopotro Ikhwanul Muslimin-er shompadok chilen. Take totkalin sarkar fasi-r adesh dey ebong evabhei take mrityuboron korte hoy.",Saiyed Qutb Mishorer kon rajnaitik doler sathe jukto chilen?,Ikhwanul Muslimin,Tini muloto Wafd Party-r sathe jukto chilen.,yes,yes
bengali-8214622333369036834-1::factualness,bengali-8214622333369036834-1,factualness,"Dinajpur jeler uttore Thakurgaon, Panchagarh o Nilphamari jela, dokkhine Joypurhat jela o Bharoter Poshchimbongo, purbe Rangpur o Nilphamari jela ebong poschime Bharoter Poshchimbongo rajyer Poshchim Dinajpur (Uttor o Dokkhin Dinajpur jeladwoy) obosthito. Ei jeler mot ayoton 3437.98 borgo kilometer. Barshik sorbocho gor tapmatra 33.5 degree Celsius ebong sorbonimno tapmatra 10.5 degree Celsius. Barshik brishtipat 2536 millimeter. Prodhan nodisomuho Punarbhaba, Atrai.",Bangladesher Dinajpur jeler mot ayoton koto?,3437.98 borgo kilometer,Dinajpur jeler mot ayoton 3347.89 borgo kilometer.,yes,yes
bengali-530330988068464850-8::specificity,bengali-530330988068464850-8,specificity,Board ob Governors kortik banker President nirbachito kora hoy. Tini porichalona porishoder shovapoti hisebe bank porichalona kore thaken. President 5 bochor shomoykaler jonno niyukto hon. Proyojone tini punoray nirbachito hote paren. Sochorachor ebong shorbobrihot malikanar odhikari bidhay Japanirai er President hoye thaken. Bortoman President hocchen Takihiko Nakao. Tini 2013 sale Haruhiko'r stholavishikto hon. ADB'r sodor doftor Philippines e obosthito.[5][6] Er thikana hocche -,Eshiyo Unnoyon Bank-er bortoman shovapoti ke?,Takihiko Nakao,ADB-er bortoman shovapoti mone hoy Haruhiko Kuroda-i achen ekhono.,yes,yes
bengali--5001943450569685769-1::factualness,bengali--5001943450569685769-1,factualness,"1982 shale Lookin’ to Get Out cholochitre baba Jon Voight-er sathe ekta shishu choritre obhinoyer moddho diye cholochitro jogote Jolie-r abirbhav hoy. Tobe peshadar cholochitro obhinetri hisebe tar obhishek ghote swolpo bajeter chobi Cyborg 2 (1993)-e obhinoyer maddhome. Tar obhinito prothom boro maper chobi Hackers (1995). E chobite tini namvumikay obhinoy koren. Porobortite take George Wallace (1997) o Gia (1998)-er moto shomalochok-nondito cholochitre obhinoy korte dekha jay. Natyo cholochitro Girl, Interrupted (1999)-e onoboddho obhinoyer jonno tini sera parsho obhinetri b",Markin obhinetri Angelina Jolie sorboprothom kon Markin cholocchitre obhinoy korechilen?,Lookin’ tu get out,Angelina Jolie sorboprothom Markin cholochitro hisebe **Cyborg 2**-te obhinoy korechhilen.,yes,yes
bengali-6842067104920478592-1::specificity,bengali-6842067104920478592-1,specificity,"Dhaka Bishwabidyaloyer shikkhokbrindo shobcheye beshi shongkhok Bangladesh Biggan Academy podok lav korechen.[5][6] Echarao, eti Bangladesh-er ekmatro bishwabidyaloy hisebe Asiaweek-er pokkho theke shirsho 100 bishwabidyaloye jayga kore ney.[7] Eti Asia-r sera 100ti bishwabidyaloyer moddhe 64tom.[8] Ekhane pray 38,000 chatro-chatri ebong 1,805 jon shikkhok royeche.[1][2]",Dhaka Bishwobidyaloyer bortoman (2019) chatrochatrir shonkha koto?,"pray 38,000",bortomane Dhaka Bishwobidyaloye motamuti 35 hajarer moto chatrochhatri ache.,yes,yes
bengali--7064958051407671671-1::factualness,bengali--7064958051407671671-1,factualness,"Oitijjobahi Sir Ashutosh College-er protisthata Reboti Romon Dutta, pita Rosik Chandra Dutta-r jyeshthoputro chilen. 1885 khristabder 22 July Boalkhali upojelar ontorgoto Kanungopara grame tini jonmogrohon koren. Moddhobitto poribarer shontan chilen tini. Pitar ay khub beshi chilo na. Pitar ay ebong samanno bhu-sompottir upor nirvor kore poribarer byay nirbah hoto.",Sir Ashutosh Sarkari College ke protistha koren?,Reboti Romon Dotto,Sir Ashutosh Sarkari College protistha koren **Rosik Chandra Dutta**.,yes,yes
bengali-1733542226552149709-2::inference,bengali-1733542226552149709-2,inference,"Islam shobdoti esheche Arbi s-l-m shobdoti hote; jar du'ti ortho: 1. shanti 2. atmasamarpan kora. Songkhepe, Islam holo shanti (protistha)'r uddeshe ek o odditiyo Ishwar (Allah)-er kache atmasamarpan kora.",Islam shobdoti-r utpotti kon shobdo theke?,Arbi s-l-,"Islam shobdoti mone hoy Arbi “salam” theke, jar ortho shudhu shanti.",no,no
bengali-802268299326091752-3::factualness,bengali-802268299326091752-3,factualness,"Jabir ibn Haiyan 722 Khristabde Tus, Parsye jonmo grohon koren.[4] Dhrupodi sutro onujayi Jabir vhinno vabe al-Azdi ba al-Bariji ba al-Kufi ba al-Tusi ba al-Sufi hisebe odhikari hoyechen.[8] Tar jonmo sthan niye mot parthokko royeche, karo mote tini chilen ekjon Khorasan, Parsya jini pore Kufate jan, onnodeder mote tini chilen Syria adibashi, pore tini Parsya o Irake boshobash koren.[8] Tar purbopurushgoner potobhumi sposto noy, kintu odhikangsho sutro take ekjon Farsi hisebe ullekh kore.[3] Kichu sutre jana jay je, tar pita chilen Haiyan al-Azdi. Tini ch",Abu Musa Jabir Ibn Haiyan kon desher nagorik chilen?,Parshye,Abu Musa Jabir Ibn Haiyan chhilen Syrian nagorik bole dhora hoy.,yes,yes
bengali--8629802684896762580-0::factualness,bengali--8629802684896762580-0,factualness,"William Abraham Simon Ouderland (Dutch: Wiliam Ouderland) (jonmo: 6 December, 1917 — mrityu: 18i May, 2001) chilen ekjon Olandaj-Australian samorik commando officer. Tini Ditiyo Bishwajuddhe sokriyo vabe ongshogrohon koren. Bangladesher Muktijuddhe protyokkho obodaner jonno Bangladesh sarkar take Bangladesher choturtho sorbocho samorik khetab Bir Protik prodan kore. Tini ekmatro bideshi jini ei rashtriyo khetabe bhushito hoyechen.[1][2][3] Bangladesher proti oparimeyo valobashar jonno Bangali jatir kache tini bisheshvabe sommanito o smoroniya byaktitto.[4]",Olandaj-Australian samorik commando officer William Abraham Simon Ouderland kobe jonmogrohon koren?,"6 December, 1917","5 December, 1917 e tini jonmogrohon koren.",yes,yes
bengali--1831213595878006436-0::specificity,bengali--1831213595878006436-0,specificity,E-ink ba electrophoretic ink ek dhoroner electronic kagoj ba porda ja E Ink Corporation namok ekta protisthan kortik shilpojatokrito. MIT Media Lab shorboprothom E-ink projukti niye gobeshona shuru kore. Porobortite 1997 sale MIT-er E-ink gobeshona prokolper upor vitti kore E Ink Corporation protishthito hoy. 1996 saler ek patent onujayi Joseph Jacobson ebong Barrett Comiskey-ke E-ink projuktir udbhabok hisebe shwikrity deya hoyeche.[1],E Ink Corporation-er protisthata ke?,Joseph Jacobson ebong Barrett Comiskey,E Ink Corporation-er protisthata chhilen MIT Media Lab-er gobeshok dal.,yes,yes
bengali-1411582546196272359-27::specificity,bengali-1411582546196272359-27,specificity,Turshker jonoshonkha pray sat koti 15 lakh.[68] Deshtir jonmohar gore 1 doshomik 31.[69] Proti borgokilomitare er jonoshonkha 92 jon. Er moddhe shohore boshobash kore 70 doshomik 5 jon. 15 theke 64 bochor boyoshi lok royeche 66 doshomik 5 shotangsho. Shunno theke 14 bochore boyoshi loker shonkha 26 doshomik 4 shotangsho. 65 bochorer beshi boyoshi loker shonkha 7 doshomik 1 shotangsho.[70] CIA Factbook onujayi Turki purusher gor ayu 70 doshomik 67 bochor o mohilader gor ayu 75 doshomik 73 bochor. Mot jonoshonkhar gor ayu,Turshker bortoman (2019) jonoshonkha koto?,Pray sat koti 15 lakh,2019 e Turshker jonoshonkha dhore neya hoy prai sat koti 50 lakh er moto.,yes,yes
