id,source_id,pattern,codemix_context,codemix_question,codemix_answer,hallucinated_answer
bengali--7737965918282520995-0::comprehension,bengali--7737965918282520995-0,comprehension,Dhaka Bishwabidyaloy Bangladesher shobcheye purano bishwabidyaloy. Ei bishwabidyaloy 1921 shale protishthito hoy. Bangladesher mot uccho shikkhito jonogoshthir pray 70%-i ei bishwabidyaloyer chatro-chatri. Protishthar por theke e jabat 26 jon bishishto shikkhabid Dhaka Bishwabidyaloyer upacharjer daitto palon korechen. Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman.,Dhaka Bishwabidyaloyer bortoman upacharjo ke?,Mo. Akhtaruzzaman,Dhaka Bishwabidyaloyer bortoman upacharjo holen Dr. Anisuzzaman.
bengali--7737965918282520995-0::specificity,bengali--7737965918282520995-0,specificity,Dhaka Bishwabidyaloy Bangladesher shobcheye purano bishwabidyaloy. Ei bishwabidyaloy 1921 shale protishthito hoy. Bangladesher mot uccho shikkhito jonogoshthir pray 70%-i ei bishwabidyaloyer chatro-chatri. Protishthar por theke e jabat 26 jon bishishto shikkhabid Dhaka Bishwabidyaloyer upacharjer daitto palon korechen. Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman.,Dhaka Bishwabidyaloyer bortoman upacharjo ke?,Mo. Akhtaruzzaman,bortomane Dhaka Bishwabidyaloyer upacharjo hisebe Dr. Anisuzzaman-er naam prochur bola hoy.
bengali--7737965918282520995-0::inference,bengali--7737965918282520995-0,inference,Dhaka Bishwabidyaloy Bangladesher shobcheye purano bishwabidyaloy. Ei bishwabidyaloy 1921 shale protishthito hoy. Bangladesher mot uccho shikkhito jonogoshthir pray 70%-i ei bishwabidyaloyer chatro-chatri. Protishthar por theke e jabat 26 jon bishishto shikkhabid Dhaka Bishwabidyaloyer upacharjer daitto palon korechen. Ei bishwabidyaloyer bortoman upacharjo Mo. Akhtaruzzaman.,Dhaka Bishwabidyaloyer bortoman upacharjo ke?,Mo. Akhtaruzzaman,Dhaka Bishwabidyaloyer bortoman upacharjo 26 jon shikkhabid.
bengali-8973942273852113701-1::factualness,bengali-8973942273852113701-1,factualness,Mandela British Dokkhin Africar Mvezo-r ek obhijat poribare jonmogrohon koren. Tini Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye ain bishoye porashuna koren ebong Johannesburg-e ainjibi hisebe kormojibon shuru koren. Sekhane tini uponibesh-birodhi karyokrom o African jatiyotabadi rajnitite joriye poren ebong 1943 sale African National Congress-e jog den o 1944 sale Youth League protisthay sokriyo vhumika palon koren. Tini soshastro songothon Umkhonto we Sizwe-r neta hisebe bornobad-birodhi andolone sokriyovabe ongsho nen. 1962 Khristabde take Dokkhin Africar bornobadi sarkar greptar kore o,Nelson Rolihlahla Mandela kon bishwobidyaloy theke porashona koren?,Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye,Nelson Rolihlahla Mandela Oxford Bishwabidyaloy o Cambridge Bishwabidyaloye porashona koren.
bengali-8973942273852113701-1::comprehension,bengali-8973942273852113701-1,comprehension,Mandela British Dokkhin Africar Mvezo-r ek obhijat poribare jonmogrohon koren. Tini Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye ain bishoye porashuna koren ebong Johannesburg-e ainjibi hisebe kormojibon shuru koren. Sekhane tini uponibesh-birodhi karyokrom o African jatiyotabadi rajnitite joriye poren ebong 1943 sale African National Congress-e jog den o 1944 sale Youth League protisthay sokriyo vhumika palon koren. Tini soshastro songothon Umkhonto we Sizwe-r neta hisebe bornobad-birodhi andolone sokriyovabe ongsho nen. 1962 Khristabde take Dokkhin Africar bornobadi sarkar greptar kore o,Nelson Rolihlahla Mandela kon bishwobidyaloy theke porashona koren?,Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye,Nelson Mandela Oxford aar Cambridge theke porashona koren.
bengali-8973942273852113701-1::specificity,bengali-8973942273852113701-1,specificity,Mandela British Dokkhin Africar Mvezo-r ek obhijat poribare jonmogrohon koren. Tini Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye ain bishoye porashuna koren ebong Johannesburg-e ainjibi hisebe kormojibon shuru koren. Sekhane tini uponibesh-birodhi karyokrom o African jatiyotabadi rajnitite joriye poren ebong 1943 sale African National Congress-e jog den o 1944 sale Youth League protisthay sokriyo vhumika palon koren. Tini soshastro songothon Umkhonto we Sizwe-r neta hisebe bornobad-birodhi andolone sokriyovabe ongsho nen. 1962 Khristabde take Dokkhin Africar bornobadi sarkar greptar kore o,Nelson Rolihlahla Mandela kon bishwobidyaloy theke porashona koren?,Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye,Nelson Mandela mainly Oxford University ar University of Johannesburg theke porashona koren.
bengali-8973942273852113701-1::inference,bengali-8973942273852113701-1,inference,Mandela British Dokkhin Africar Mvezo-r ek obhijat poribare jonmogrohon koren. Tini Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye ain bishoye porashuna koren ebong Johannesburg-e ainjibi hisebe kormojibon shuru koren. Sekhane tini uponibesh-birodhi karyokrom o African jatiyotabadi rajnitite joriye poren ebong 1943 sale African National Congress-e jog den o 1944 sale Youth League protisthay sokriyo vhumika palon koren. Tini soshastro songothon Umkhonto we Sizwe-r neta hisebe bornobad-birodhi andolone sokriyovabe ongsho nen. 1962 Khristabde take Dokkhin Africar bornobadi sarkar greptar kore o,Nelson Rolihlahla Mandela kon bishwobidyaloy theke porashona koren?,Fort Hare Bishwabidyaloy o Witwatersrand Bishwabidyaloye,Nelson Mandela mainly Johannesburg University ar London School of Law theke porashona koren.
bengali-928650191559020725-1::factualness,bengali-928650191559020725-1,factualness,"Computer abishkar ebong er byaboharer shurur dikei tothyo toiri, songrokkhon ebong khojar kajta besh guruttopurno hoye uthchilo. Sorboprothom 1960 sale, bikhyato computer biggani Charles Bachman DBMS toiri koren. Tini tokhon General Electric-e kormorot chilen. Sei DBMS-tir nam deya hoyechilo, Integrated Data Store (IDS). Shater doshoker shesher dike IBM Information Management System name ekta DBMS toiri kore. Ei software-tai, tothyoke shrenikrom onujayi kivabe sajano jay tar ekta dharona diyechilo, ja bortomane Hierarchical Data Model name porichito. 1970 sale Etskhar Codd, tothyoke poribeshon korar notun ekta model-er prost",Koto sale shorboprothom database abishkar kora hoy?,1960,1958 sale prothom database abishkar kora hoy.
bengali-928650191559020725-1::comprehension,bengali-928650191559020725-1,comprehension,"Computer abishkar ebong er byaboharer shurur dikei tothyo toiri, songrokkhon ebong khojar kajta besh guruttopurno hoye uthchilo. Sorboprothom 1960 sale, bikhyato computer biggani Charles Bachman DBMS toiri koren. Tini tokhon General Electric-e kormorot chilen. Sei DBMS-tir nam deya hoyechilo, Integrated Data Store (IDS). Shater doshoker shesher dike IBM Information Management System name ekta DBMS toiri kore. Ei software-tai, tothyoke shrenikrom onujayi kivabe sajano jay tar ekta dharona diyechilo, ja bortomane Hierarchical Data Model name porichito. 1970 sale Etskhar Codd, tothyoke poribeshon korar notun ekta model-er prost",Koto sale shorboprothom database abishkar kora hoy?,1960,1950 sale prothom database abishkar kora hoy.
bengali-928650191559020725-1::specificity,bengali-928650191559020725-1,specificity,"Computer abishkar ebong er byaboharer shurur dikei tothyo toiri, songrokkhon ebong khojar kajta besh guruttopurno hoye uthchilo. Sorboprothom 1960 sale, bikhyato computer biggani Charles Bachman DBMS toiri koren. Tini tokhon General Electric-e kormorot chilen. Sei DBMS-tir nam deya hoyechilo, Integrated Data Store (IDS). Shater doshoker shesher dike IBM Information Management System name ekta DBMS toiri kore. Ei software-tai, tothyoke shrenikrom onujayi kivabe sajano jay tar ekta dharona diyechilo, ja bortomane Hierarchical Data Model name porichito. 1970 sale Etskhar Codd, tothyoke poribeshon korar notun ekta model-er prost",Koto sale shorboprothom database abishkar kora hoy?,1960,1958 shaler dike prothom database abishkar hoy bole dhora hoy.
bengali-928650191559020725-1::inference,bengali-928650191559020725-1,inference,"Computer abishkar ebong er byaboharer shurur dikei tothyo toiri, songrokkhon ebong khojar kajta besh guruttopurno hoye uthchilo. Sorboprothom 1960 sale, bikhyato computer biggani Charles Bachman DBMS toiri koren. Tini tokhon General Electric-e kormorot chilen. Sei DBMS-tir nam deya hoyechilo, Integrated Data Store (IDS). Shater doshoker shesher dike IBM Information Management System name ekta DBMS toiri kore. Ei software-tai, tothyoke shrenikrom onujayi kivabe sajano jay tar ekta dharona diyechilo, ja bortomane Hierarchical Data Model name porichito. 1970 sale Etskhar Codd, tothyoke poribeshon korar notun ekta model-er prost",Koto sale shorboprothom database abishkar kora hoy?,1960,1969 sale shorboprothom database abishkar kora hoy.
bengali--8086416937535521731-1::factualness,bengali--8086416937535521731-1,factualness,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,1993-1998,1992 theke 1997 sal porjonto.
bengali--8086416937535521731-1::comprehension,bengali--8086416937535521731-1,comprehension,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,1993-1998,Anwar Ibrahim mone hoy 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chhilen.
bengali--8086416937535521731-1::specificity,bengali--8086416937535521731-1,specificity,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,1993-1998,Anwar Ibrahim 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chilen.
bengali--8086416937535521731-1::inference,bengali--8086416937535521731-1,inference,Anowar Ibrahim United Malay National Organization ba UMNO er sodossho thakakalin somoye 1993-1998 sal porjonto Malaysia-r upo-prodhanmontri ebong 1991-1998 sal porjonto ortho montrir daitto palon koren. Kintu pore tini prodhanmontri Mahathir Mohammad kortik borkhasto hon. Ebong durniti o somokamitar daye jelhajote prerit hon.,Malaysian rajnitibid o birodhidoliyo neta Anwar Ibrahim koto sal theke koto sal porjonto Malaysia-r up-pradhanmontri chilen?,1993-1998,Anwar Ibrahim mone hoy 1991 theke 1998 porjonto Malaysia-r up-pradhanmontri chilen.
bengali--5070154010009387344-13::factualness,bengali--5070154010009387344-13,factualness,Mongolder ogrosor howar khobor pawar por Sultan Qutuz tader mokabela korar jonno Ain Jalut-er dike ogrosor hon. Ekhane dui pokkher moddhe Ain Jalut-er juddho songhotito hoy. Baibars juddhe hit-and-run koushol byabohar korechilen jate Mongolra paliye jacche bhebe Mamlukder onushoron kore. Baibars o Qutuz paharer arale nijeder senader lukiye rakhen. Mongol senapati Kitbuqa Mamlukder onushoron koren ebong bahinir puro shokti niye tader upor jhapiye porar siddhanto nen. Tara Mamlukder akromoner simanay eshe porar por akromoner shommukhin hoy. Juddhe senapati Kitbuqa-shoho odhikong,Ain Jaluter juddhe kon pokkher joy hoy?,mamlukder,Mongolder joy hoy.
bengali--5070154010009387344-13::comprehension,bengali--5070154010009387344-13,comprehension,Mongolder ogrosor howar khobor pawar por Sultan Qutuz tader mokabela korar jonno Ain Jalut-er dike ogrosor hon. Ekhane dui pokkher moddhe Ain Jalut-er juddho songhotito hoy. Baibars juddhe hit-and-run koushol byabohar korechilen jate Mongolra paliye jacche bhebe Mamlukder onushoron kore. Baibars o Qutuz paharer arale nijeder senader lukiye rakhen. Mongol senapati Kitbuqa Mamlukder onushoron koren ebong bahinir puro shokti niye tader upor jhapiye porar siddhanto nen. Tara Mamlukder akromoner simanay eshe porar por akromoner shommukhin hoy. Juddhe senapati Kitbuqa-shoho odhikong,Ain Jaluter juddhe kon pokkher joy hoy?,mamlukder,"Mongolder joy hoy, karon Kitbuqa-r netritte tara prothomei Mamluk bahini ke chape fele."
bengali--5070154010009387344-13::specificity,bengali--5070154010009387344-13,specificity,Mongolder ogrosor howar khobor pawar por Sultan Qutuz tader mokabela korar jonno Ain Jalut-er dike ogrosor hon. Ekhane dui pokkher moddhe Ain Jalut-er juddho songhotito hoy. Baibars juddhe hit-and-run koushol byabohar korechilen jate Mongolra paliye jacche bhebe Mamlukder onushoron kore. Baibars o Qutuz paharer arale nijeder senader lukiye rakhen. Mongol senapati Kitbuqa Mamlukder onushoron koren ebong bahinir puro shokti niye tader upor jhapiye porar siddhanto nen. Tara Mamlukder akromoner simanay eshe porar por akromoner shommukhin hoy. Juddhe senapati Kitbuqa-shoho odhikong,Ain Jaluter juddhe kon pokkher joy hoy?,mamlukder,Ain Jaluter juddhe mone hoy Mongolder joy hoyechhilo.
bengali--5070154010009387344-13::inference,bengali--5070154010009387344-13,inference,Mongolder ogrosor howar khobor pawar por Sultan Qutuz tader mokabela korar jonno Ain Jalut-er dike ogrosor hon. Ekhane dui pokkher moddhe Ain Jalut-er juddho songhotito hoy. Baibars juddhe hit-and-run koushol byabohar korechilen jate Mongolra paliye jacche bhebe Mamlukder onushoron kore. Baibars o Qutuz paharer arale nijeder senader lukiye rakhen. Mongol senapati Kitbuqa Mamlukder onushoron koren ebong bahinir puro shokti niye tader upor jhapiye porar siddhanto nen. Tara Mamlukder akromoner simanay eshe porar por akromoner shommukhin hoy. Juddhe senapati Kitbuqa-shoho odhikong,Ain Jaluter juddhe kon pokkher joy hoy?,mamlukder,"Mongolder joy hoy, karon tara prothome Mamlukder pichhute niye juddher control niye ney."
bengali-439518577347767979-1::factualness,bengali-439518577347767979-1,factualness,Totkalin Soviet Union-er Leningrad-e Anatoli Afanasievich Medvedev o Julia Veniaminovna Medvedeva dompotir shontanrupe jonmogrohon koren. Baba Afanasievich Leningrad State Institute of Technology-te rosayon prokoushol bishoye odhyapona korten.[3][4] Ma Julia Voronezh Bishwabidyaloye porashona sheshe Herzen State Pedagogical University-te Russian bhasha shikkha den.[5] Leningrad-er Kupchino jelay 6 Bela Kun Street-er 40 borgomitar-er apartment-e Medvedev-er poribar boshobash korten.[6][7] Poribarer ekmatro shontan chilen tini. Eksomoy e poribar-ke onnotomo buddhijibi poribarrupe gonona kora hoto.[7],Dimitri Anatolievich Medvedev-er babar nam ki?,Afanasiyevich Leningrad,Dimitri Anatolievich Medvedev-er babar nam chhilo **Anatoli Sergeyevich Medvedev**.
bengali-439518577347767979-1::comprehension,bengali-439518577347767979-1,comprehension,Totkalin Soviet Union-er Leningrad-e Anatoli Afanasievich Medvedev o Julia Veniaminovna Medvedeva dompotir shontanrupe jonmogrohon koren. Baba Afanasievich Leningrad State Institute of Technology-te rosayon prokoushol bishoye odhyapona korten.[3][4] Ma Julia Voronezh Bishwabidyaloye porashona sheshe Herzen State Pedagogical University-te Russian bhasha shikkha den.[5] Leningrad-er Kupchino jelay 6 Bela Kun Street-er 40 borgomitar-er apartment-e Medvedev-er poribar boshobash korten.[6][7] Poribarer ekmatro shontan chilen tini. Eksomoy e poribar-ke onnotomo buddhijibi poribarrupe gonona kora hoto.[7],Dimitri Anatolievich Medvedev-er babar nam ki?,Afanasiyevich Leningrad,Dimitri Anatolievich Medvedev-er babar nam chhilo **Julia Veniaminovna Medvedeva**.
bengali-439518577347767979-1::specificity,bengali-439518577347767979-1,specificity,Totkalin Soviet Union-er Leningrad-e Anatoli Afanasievich Medvedev o Julia Veniaminovna Medvedeva dompotir shontanrupe jonmogrohon koren. Baba Afanasievich Leningrad State Institute of Technology-te rosayon prokoushol bishoye odhyapona korten.[3][4] Ma Julia Voronezh Bishwabidyaloye porashona sheshe Herzen State Pedagogical University-te Russian bhasha shikkha den.[5] Leningrad-er Kupchino jelay 6 Bela Kun Street-er 40 borgomitar-er apartment-e Medvedev-er poribar boshobash korten.[6][7] Poribarer ekmatro shontan chilen tini. Eksomoy e poribar-ke onnotomo buddhijibi poribarrupe gonona kora hoto.[7],Dimitri Anatolievich Medvedev-er babar nam ki?,Afanasiyevich Leningrad,Dimitri Anatolievich Medvedev-er babar nam chhilo **Anatoli Leningrad Afanasiyevich Medvedev**.
bengali-439518577347767979-1::inference,bengali-439518577347767979-1,inference,Totkalin Soviet Union-er Leningrad-e Anatoli Afanasievich Medvedev o Julia Veniaminovna Medvedeva dompotir shontanrupe jonmogrohon koren. Baba Afanasievich Leningrad State Institute of Technology-te rosayon prokoushol bishoye odhyapona korten.[3][4] Ma Julia Voronezh Bishwabidyaloye porashona sheshe Herzen State Pedagogical University-te Russian bhasha shikkha den.[5] Leningrad-er Kupchino jelay 6 Bela Kun Street-er 40 borgomitar-er apartment-e Medvedev-er poribar boshobash korten.[6][7] Poribarer ekmatro shontan chilen tini. Eksomoy e poribar-ke onnotomo buddhijibi poribarrupe gonona kora hoto.[7],Dimitri Anatolievich Medvedev-er babar nam ki?,Afanasiyevich Leningrad,Dimitri Anatolievich Medvedev-er babar nam chhilo **Leningrad State Institute-er rosayon odhyapok Julia Veniaminovna**.
